review,sentiment
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
This hair serum made my hair greasy and sticky.,0
"Waste of money, did not show any results.",0
"Bad product, caused hair fall after a few uses.",0
Too heavy for my hair and smells bad.,0
Did not suit my hair type at all.,0
Made my hair dull and lifeless.,0
"Very disappointing, no improvement in hair texture.",0
This serum is too oily and uncomfortable.,0
"Poor quality product, would not recommend.",0
No visible effect even after regular use.,0
